id,income
444,17000
445,21000
446,27000
447,40000
448,24000
449,30000
450,34000
451,101000
452,17000
453,46000
454,41000
455,48000
456,27000
457,39000
458,18000
459,35000
460,32000
461,44000
462,17000
463,20000
464,31000
465,20000
466,25000
467,19000
468,15000
469,23000
470,160000
471,13000
472,14000
473,34000
474,14000
475,17000
476,44000
477,15000
478,17000
479,29000
480,48000
481,17000
482,41000
483,22000
484,17000
485,118000
486,15000
487,10000
488,36000
489,158000
490,39000
491,87000
492,37000
493,18000
494,76000
495,19000
496,15000
497,50000
498,32000
499,17000
500,39000
501,20000
502,29000
503,52000
504,81000
505,25000
506,70000
507,29000
508,67000
509,46000
510,60000
511,33000
512,72000
513,31000
514,20000
515,39000
516,13000
517,49000
518,42000
519,20000
520,23000
521,20000
522,167000
523,144000
524,38000
525,32000
526,46000
527,22000
528,476000
529,16000
530,54000
531,83000
532,18000
533,39000
534,18000
535,44000
536,22000
537,13000
538,28000
539,27000
540,23000
541,12000
542,24000
543,41000
544,16000
545,141000
546,30000
547,22000
548,20000
549,17000
550,49000
551,42000
552,19000
553,20000
554,22000
555,37000
556,171000
557,53000
558,14000
559,68000
560,113000
561,38000
562,71000
563,31000
564,23000
565,39000
566,78000
567,68000
568,21000
569,37000
570,41000
571,12000
572,49000
573,159000
574,114000
575,51000
576,24000
577,29000
578,53000
579,20000
580,10000
581,23000
582,29000
583,200000
584,182000
585,54000
586,65000
587,343000
588,46000
589,20000
590,25000
591,21000
592,18000
593,14000
594,26000
595,18000
596,80000
597,22000
598,22000
599,272000
600,35000
601,43000
602,46000
603,54000
604,20000
605,36000
606,100000
607,35000
608,30000
609,53000
610,42000
611,103000
612,21000
613,232000
614,32000
615,34000
616,128000
617,37000
618,13000
619,25000
620,20000
621,20000
622,28000
623,389000
624,21000
625,449000
626,27000
627,15000
628,29000
629,17000
630,85000
631,30000
632,29000
633,29000
634,40000
635,170000
636,43000
637,19000
638,68000
639,34000
640,19000
641,16000
642,19000
643,16000
644,38000
645,19000
646,23000
647,19000
648,21000
649,16000
650,37000
651,82000
652,79000
653,10000
654,23000
655,44000
656,48000
657,53000
658,19000
659,65000
660,39000
661,35000
662,48000
663,50000
664,28000
665,24000
666,68000
667,37000
668,11000
669,26000
670,83000
671,32000
672,78000
673,69000
674,24000
675,17000
676,109000
677,21000
678,118000
679,13000
680,34000
681,48000
682,18000
683,18000
684,27000
685,20000
686,15000
687,97000
688,20000
689,14000
690,16000
691,28000
692,29000
693,42000
694,113000
695,59000
696,20000
697,18000
698,28000
699,13000
700,16000
701,20000
702,30000
703,27000
704,51000
705,24000
706,19000
707,48000
708,29000
709,29000
710,30000
711,32000
712,16000
713,22000
714,15000
715,40000
716,54000
717,17000
718,28000
719,39000
720,26000
721,17000
722,17000
723,18000
724,40000
725,11000
726,31000
727,26000
728,60000
729,10000
730,169000
731,15000
732,48000
733,50000
734,56000
735,51000
736,233000
737,23000
738,71000
739,53000
740,25000
741,11000
742,19000
743,25000
744,27000
745,10000
746,25000
747,17000
748,31000
749,16000
750,63000
751,52000
752,14000
753,26000
754,120000
755,66000
756,30000
757,74000
758,113000
759,37000
760,19000
761,27000
762,46000
763,28000
764,77000
765,30000
766,19000
767,50000
768,11000
769,57000
770,29000
771,59000
772,31000
773,30000
774,33000
775,47000
776,36000
777,67000
778,63000
779,33000
780,12000
781,65000
782,19000
783,80000
784,17000
785,25000
786,55000
787,17000
788,21000
789,14000
790,29000
791,89000
792,63000
793,38000
794,19000
795,21000
796,101000
797,23000
798,52000
799,176000
800,28000
801,14000
802,94000
803,32000
804,135000
805,31000
806,57000
807,88000
808,48000
809,13000
810,46000
811,24000
812,68000
813,25000
814,85000
815,11000
816,48000
817,59000
818,20000
819,27000
820,53000
821,17000
822,18000
823,98000
824,73000
825,66000
826,28000
827,52000
828,25000
829,24000
830,50000
831,423000
832,29000
833,31000
834,33000
835,70000
836,24000
837,13000
838,13000
839,29000
840,39000
841,21000
842,94000
843,28000
844,30000
845,13000
846,18000
847,14000
848,96000
849,33000
850,17000
851,18000
852,15000
853,94000
854,70000
855,31000
856,25000
857,13000
858,70000
859,45000
860,82000
861,20000
862,19000
863,25000
864,47000
865,26000
866,19000
867,20000
868,13000
869,23000
870,34000
871,25000
872,76000
873,18000
874,25000
875,14000
876,23000
877,421000
878,32000
879,20000
880,40000
881,31000
882,43000
883,400000
884,49000
885,16000
886,39000
887,19000
888,261000
889,23000
890,18000
891,127000
892,50000
893,76000
894,38000
895,48000
896,39000
897,142000
898,31000
899,25000
900,122000
901,85000
902,14000
903,34000
904,99000
905,172000
906,33000
907,29000
908,12000
909,79000
910,43000
911,102000
912,30000
913,33000
914,15000
915,54000
916,16000
917,36000
918,13000
919,73000
920,15000
921,126000
922,20000
923,65000
924,18000
925,23000
926,47000
927,141000
928,17000
929,50000
930,27000
931,83000
932,27000
933,86000
934,62000
935,13000
936,101000
937,119000
938,36000
939,19000
940,26000
941,21000
942,73000
943,11000
944,38000
945,89000
946,26000
947,22000
948,15000
949,20000
950,39000
951,33000
952,35000
953,27000
954,104000
955,52000
956,89000
957,268000
958,29000
959,41000
960,51000
961,48000
962,78000
963,25000
964,19000
965,46000
966,23000
967,17000
968,89000
969,138000
970,39000
971,49000
972,27000
973,72000
974,31000
975,33000
976,23000
977,22000
978,128000
979,57000
980,32000
981,57000
982,77000
983,13000
984,177000
985,316000
986,33000
987,82000
988,16000
989,22000
990,41000
991,75000
992,39000
993,29000
994,27000
995,85000
996,82000
997,43000
998,23000
999,129000
1000,18000
1001,44000
1002,94000
1003,30000
1004,37000
1005,32000
1006,13000
1007,37000
1008,27000
1009,105000
1010,23000
1011,50000
1012,20000
1013,32000
1014,15000
1015,37000
1016,34000
1017,24000
1018,19000
1019,30000
1020,65000
1021,44000
1022,33000
1023,34000
1024,17000
1025,35000
1026,32000
1027,402000
1028,21000
1029,33000
1030,20000
1031,175000
1032,54000
1033,12000
1034,66000
1035,34000
1036,16000
1037,12000
1038,486000
1039,18000
1040,25000
1041,28000
1042,43000
1043,17000
1044,16000
1045,29000
1046,47000
1047,42000
1048,17000
1049,42000
1050,24000
1051,11000
1052,18000
1053,276000
1054,22000
1055,23000
1056,19000
1057,150000
1058,102000
1059,31000
1060,30000
1061,30000
1062,58000
1063,11000
1064,22000
1065,29000
1066,26000
1067,20000
1068,10000
1069,66000
1070,63000
1071,10000
1072,97000
1073,10000
1074,42000
1075,42000
1076,26000
1077,18000
1078,91000
1079,59000
1080,17000
1081,209000
1082,47000
1083,15000
1084,159000
1085,25000
1086,59000
1087,40000
1088,80000
1089,34000
1090,18000
1091,61000
1092,484000
1093,22000
1094,19000
1095,59000
1096,20000
1097,16000
1098,24000
1099,39000
1100,112000
1101,81000
1102,25000
1103,28000
1104,234000
1105,21000
1106,14000
1107,41000
1108,24000
1109,26000
1110,12000
1111,41000
1112,20000
1113,19000
1114,19000
1115,60000
1116,29000
1117,10000
1118,59000
1119,25000
1120,85000
1121,20000
1122,29000
1123,91000
1124,139000
1125,27000
1126,24000
1127,26000
1128,48000
1129,18000
1130,14000
1131,17000
1132,21000
1133,73000
1134,19000
1135,44000
1136,49000
1137,36000
1138,26000
1139,31000
1140,30000
1141,51000
1142,16000
1143,29000
1144,22000
1145,45000
1146,33000
1147,32000
1148,39000
1149,18000
1150,85000
1151,63000
1152,53000
1153,244000
1154,167000
1155,18000
1156,15000
1157,69000
1158,25000
1159,64000
1160,12000
1161,24000
1162,21000
1163,11000
1164,22000
1165,16000
1166,29000
1167,16000
1168,18000
1169,42000
1170,70000
1171,56000
1172,21000
1173,58000
1174,21000
1175,160000
1176,17000
1177,30000
1178,125000
1179,34000
1180,19000
1181,25000
1182,83000
1183,23000
1184,21000
1185,56000
1186,132000
1187,127000
1188,12000
1189,49000
1190,25000
1191,35000
1192,26000
1193,35000
1194,15000
1195,25000
1196,23000
1197,28000
1198,36000
1199,27000
1200,16000
1201,46000
1202,57000
1203,25000
1204,12000
1205,38000
1206,27000
1207,14000
1208,25000
1209,35000
1210,22000
1211,31000
1212,17000
1213,31000
1214,25000
1215,18000
1216,90000
1217,50000
1218,224000
1219,37000
1220,19000
1221,17000
1222,19000
1223,10000
1224,28000
1225,20000
1226,82000
1227,34000
1228,34000
1229,30000
1230,32000
1231,68000
1232,22000
1233,51000
1234,24000
1235,40000
1236,17000
1237,56000
1238,34000
1239,21000
1240,13000
1241,31000
1242,52000
1243,19000
1244,18000
1245,10000
1246,36000
1247,35000
1248,61000
1249,28000
1250,22000
1251,77000
1252,51000
1253,21000
1254,29000
1255,17000
1256,25000
1257,30000
1258,118000
1259,21000
1260,28000
1261,13000
1262,94000
1263,29000
1264,38000
1265,38000
1266,153000
1267,26000
1268,27000
1269,38000
1270,25000
1271,40000
1272,106000
1273,42000
1274,16000
1275,92000
1276,24000
1277,15000
1278,43000
1279,316000
1280,18000
1281,59000
1282,53000
1283,62000
1284,15000
1285,32000
1286,39000
1287,20000
1288,46000
1289,20000
1290,20000
1291,71000
1292,84000
1293,18000
1294,68000
1295,14000
1296,27000
1297,58000
1298,16000
1299,25000
1300,27000
1301,32000
1302,61000
1303,226000
1304,45000
1305,20000
1306,11000
1307,14000
1308,48000
1309,16000
1310,13000
1311,24000
1312,167000
1313,45000
1314,28000
1315,34000
1316,29000
1317,23000
1318,21000
1319,18000
1320,24000
1321,98000
1322,33000
1323,23000
1324,52000
1325,15000
1326,20000
1327,411000
1328,106000
1329,20000
1330,14000
1331,237000
1332,16000
1333,43000
1334,13000
1335,16000
1336,129000
1337,34000
1338,21000
1339,78000
1340,22000
1341,16000
1342,101000
1343,44000
1344,69000
1345,77000
1346,25000
1347,27000
1348,68000
1349,18000
1350,223000
1351,17000
1352,25000
1353,98000
1354,29000
1355,50000
1356,30000
1357,52000
1358,126000
1359,13000
1360,50000
1361,18000
1362,23000
1363,21000
1364,16000
1365,42000
1366,20000
1367,10000
1368,79000
1369,12000
1370,10000
1371,11000
1372,22000
1373,57000
1374,37000
1375,34000
1376,30000
1377,23000
1378,54000
1379,68000
1380,26000
1381,18000
1382,23000
1383,364000
1384,29000
1385,149000
1386,48000
1387,12000
1388,35000
1389,12000
1390,35000
1391,39000
1392,31000
1393,27000
1394,14000
1395,16000
1396,28000
1397,447000
1398,10000
1399,20000
1400,31000
1401,15000
1402,36000
1403,71000
1404,31000
1405,35000
1406,60000
1407,65000
1408,10000
1409,16000
1410,34000
1411,25000
1412,23000
1413,41000
1414,49000
1415,30000
1416,38000
1417,41000
1418,41000
1419,60000
1420,18000
1421,35000
1422,16000
1423,35000
1424,187000
1425,21000
1426,21000
1427,31000
1428,61000
1429,25000
1430,206000
1431,19000
1432,45000
1433,31000
1434,22000
1435,16000
1436,97000
1437,34000
1438,24000
1439,311000
1440,24000
1441,33000
1442,39000
1443,19000
1444,30000
1445,21000
1446,22000
1447,44000
1448,44000
1449,31000
1450,20000
1451,12000
1452,17000
1453,20000
1454,20000
1455,30000
1456,10000
1457,23000
1458,26000
1459,30000
1460,11000
1461,104000
1462,29000
1463,70000
1464,42000
1465,32000
1466,16000
1467,21000
1468,81000
1469,24000
1470,21000
1471,22000
1472,40000
1473,21000
1474,60000
1475,40000
1476,127000
1477,28000
1478,29000
1479,25000
1480,13000
1481,30000
1482,19000
1483,30000
1484,19000
1485,168000
1486,24000
1487,12000
1488,47000
1489,61000
1490,32000
1491,71000
1492,238000
1493,18000
1494,13000
1495,18000
1496,30000
1497,29000
1498,28000
1499,16000
1500,39000
1501,25000
1502,148000
1503,29000
1504,25000
1505,17000
1506,36000
1507,49000
1508,41000
1509,43000
1510,37000
1511,37000
1512,13000
1513,135000
1514,128000
1515,39000
1516,69000
1517,28000
1518,11000
1519,160000
1520,23000
1521,14000
1522,24000
1523,18000
1524,21000
1525,53000
1526,13000
1527,102000
1528,37000
1529,35000
1530,87000
1531,13000
1532,26000
1533,41000
1534,22000
1535,18000
1536,32000
1537,50000
1538,37000
1539,34000
1540,38000
1541,27000
1542,49000
1543,28000
1544,15000
1545,71000
1546,30000
1547,31000
1548,24000
1549,88000
1550,14000
1551,58000
1552,47000
1553,33000
1554,23000
1555,31000
1556,38000
1557,86000
1558,18000
1559,195000
1560,106000
1561,17000
1562,35000
1563,12000
1564,29000
1565,17000
1566,30000
1567,15000
1568,33000
1569,130000
1570,32000
1571,25000
1572,78000
1573,37000
1574,19000
1575,26000
1576,17000
1577,35000
1578,26000
1579,45000
1580,20000
1581,36000
1582,48000
1583,43000
1584,64000
1585,19000
1586,18000
1587,17000
1588,153000
1589,27000
1590,17000
1591,42000
1592,25000
1593,25000
1594,29000
1595,150000
1596,23000
1597,38000
1598,23000
1599,19000
1600,19000
1601,12000
1602,21000
1603,71000
1604,26000
1605,35000
1606,18000
1607,28000
1608,28000
1609,44000
1610,27000
1611,12000
1612,59000
1613,45000
1614,21000
1615,36000
1616,30000
1617,268000
1618,18000
1619,57000
1620,30000
1621,10000
1622,81000
1623,34000
1624,32000
1625,28000
1626,100000
1627,22000
1628,33000
1629,22000
1630,28000
1631,300000
1632,72000
1633,14000
1634,16000
1635,38000
1636,37000
1637,34000
1638,27000
1639,53000
1640,38000
1641,18000
1642,27000
1643,16000
1644,20000
1645,91000
1646,126000
1647,40000
1648,25000
1649,17000
1650,63000
1651,64000
1652,187000
1653,28000
1654,46000
1655,21000
1656,24000
1657,18000
1658,17000
1659,26000
1660,16000
1661,17000
1662,17000
1663,108000
1664,16000
1665,76000
1666,19000
1667,50000
1668,57000
1669,22000
1670,55000
1671,13000
1672,24000
1673,80000
1674,34000
1675,111000
1676,43000
1677,119000
1678,17000
1679,14000
1680,34000
1681,19000
1682,97000
1683,34000
1684,19000
1685,53000
1686,16000
1687,19000
1688,44000
1689,18000
1690,18000
1691,16000
1692,24000
1693,16000
1694,23000
1695,34000
1696,34000
1697,13000
1698,21000
1699,32000
1700,18000
1701,115000
1702,47000
1703,77000
1704,158000
1705,77000
1706,17000
1707,15000
1708,232000
1709,14000
1710,20000
1711,30000
1712,20000
1713,70000
1714,32000
1715,40000
1716,95000
1717,25000
1718,33000
1719,20000
1720,27000
1721,11000
1722,31000
1723,37000
1724,53000
1725,86000
1726,17000
1727,22000
1728,21000
1729,16000
1730,24000
1731,23000
1732,14000
1733,86000
1734,52000
1735,23000
1736,25000
1737,102000
1738,19000
1739,20000
1740,14000
1741,40000
1742,25000
1743,28000
1744,34000
1745,18000
1746,28000
1747,41000
1748,36000
1749,34000
1750,181000
1751,63000
1752,45000
1753,39000
1754,24000
1755,60000
1756,34000
1757,31000
1758,36000
1759,68000
1760,170000
1761,22000
1762,18000
1763,24000
1764,53000
1765,30000
1766,23000
1767,35000
1768,39000
1769,18000
1770,18000
1771,16000
1772,81000
1773,30000
1774,33000
1775,21000
1776,62000
1777,30000
1778,30000
1779,26000
1780,14000
1781,43000
1782,27000
1783,39000
1784,156000
1785,33000
1786,22000
1787,51000
1788,37000
1789,63000
1790,63000
1791,47000
1792,16000
1793,25000
1794,45000
1795,84000
1796,36000
1797,16000
1798,40000
1799,100000
1800,11000
1801,19000
1802,20000
1803,66000
1804,19000
1805,25000
1806,36000
1807,54000
1808,218000
1809,44000
1810,19000
1811,130000
1812,24000
1813,24000
1814,21000
1815,27000
1816,42000
1817,10000
1818,16000
1819,48000
1820,42000
1821,11000
1822,33000
1823,16000
1824,37000
1825,62000
1826,19000
1827,114000
1828,21000
1829,55000
1830,20000
1831,12000
1832,20000
1833,22000
1834,25000
1835,14000
1836,33000
1837,10000
1838,16000
1839,31000
1840,30000
1841,38000
1842,35000
1843,34000
1844,120000
1845,22000
1846,30000
1847,21000
1848,40000
1849,21000
1850,16000
1851,14000
1852,27000
1853,33000
1854,59000
1855,36000
1856,30000
1857,40000
1858,18000
1859,20000
1860,23000
1861,28000
1862,151000
1863,19000
1864,36000
1865,33000
1866,23000
1867,24000
1868,119000
1869,16000
1870,39000
1871,30000
1872,65000
1873,12000
1874,17000
1875,16000
1876,26000
1877,38000
1878,22000
1879,39000
1880,24000
1881,59000
1882,30000
1883,57000
1884,62000
1885,325000
1886,20000
1887,66000
1888,207000
1889,26000
1890,15000
1891,40000
1892,34000
1893,174000
1894,22000
1895,11000
1896,72000
1897,11000
1898,16000
1899,25000
1900,38000
1901,25000
1902,28000
1903,28000
1904,74000
1905,14000
1906,18000
1907,28000
1908,52000
1909,35000
1910,25000
1911,40000
1912,25000
1913,20000
1914,20000
1915,84000
1916,40000
1917,20000
1918,10000
1919,27000
1920,31000
1921,39000
1922,26000
1923,26000
1924,19000
1925,17000
1926,20000
1927,30000
1928,52000
1929,38000
1930,132000
1931,17000
1932,172000
1933,27000
1934,94000
1935,25000
1936,13000
1937,19000
1938,27000
1939,152000
1940,65000
1941,24000
1942,56000
1943,14000
1944,12000
1945,22000
1946,32000
1947,122000
1948,86000
1949,30000
1950,18000
1951,32000
1952,86000
1953,75000
1954,29000
1955,13000
1956,29000
1957,36000
1958,33000
1959,32000
1960,78000
1961,16000
1962,39000
1963,83000
1964,20000
1965,23000
1966,53000
1967,70000
1968,77000
1969,50000
1970,19000
1971,45000
1972,20000
1973,210000
1974,50000
1975,27000
1976,55000
1977,23000
1978,57000
1979,16000
1980,46000
1981,26000
1982,22000
1983,28000
1984,44000
1985,16000
1986,43000
1987,17000
1988,56000
1989,28000
1990,209000
1991,20000
1992,17000
1993,22000
1994,157000
1995,42000
1996,19000
1997,21000
1998,31000
1999,45000
2000,22000
2001,40000
2002,53000
2003,28000
2004,16000
2005,70000
2006,14000
2007,24000
2008,26000
2009,63000
2010,25000
2011,34000
2012,18000
2013,36000
2014,31000
2015,50000
2016,91000
2017,178000
2018,18000
2019,36000
2020,22000
2021,62000
2022,43000
2023,25000
2024,45000
2025,16000
2026,33000
2027,14000
2028,26000
2029,10000
2030,15000
2031,22000
2032,117000
2033,61000
2034,24000
2035,14000
2036,24000
2037,12000
2038,47000
2039,38000
2040,17000
2041,64000
2042,28000
2043,339000
2044,51000
2045,17000
2046,30000
2047,26000
2048,81000
2049,65000
2050,33000
2051,93000
2052,22000
2053,41000
2054,18000
2055,79000
2056,37000
2057,149000
2058,10000
2059,30000
2060,34000
2061,97000
2062,13000
2063,26000
2064,87000
2065,43000
2066,25000
2067,89000
2068,36000
2069,26000
2070,18000
2071,66000
2072,33000
2073,29000
2074,25000
2075,17000
2076,49000
2077,26000
2078,13000
2079,16000
2080,24000
2081,185000
2082,323000
2083,22000
2084,69000
2085,34000
2086,24000
2087,71000
2088,37000
2089,19000
2090,12000
2091,14000
2092,47000
2093,22000
2094,23000
2095,33000
2096,211000
2097,19000
2098,14000
2099,48000
2100,22000
2101,13000
2102,16000
2103,19000
2104,13000
2105,42000
2106,33000
2107,16000
2108,23000
2109,13000
2110,20000
2111,42000
2112,43000
2113,25000
2114,150000
2115,37000
2116,34000
2117,18000
2118,20000
2119,73000
2120,30000
2121,15000
2122,20000
2123,17000
2124,39000
2125,37000
2126,23000
2127,12000
2128,27000
2129,78000
2130,16000
2131,23000
2132,16000
2133,62000
2134,72000
2135,38000
2136,60000
2137,167000
2138,24000
2139,113000
2140,62000
2141,23000
2142,19000
2143,84000
2144,100000
2145,67000
2146,140000
2147,29000
2148,18000
2149,19000
2150,20000
2151,19000
2152,39000
2153,44000
2154,35000
2155,80000
2156,30000
2157,82000
2158,69000
2159,70000
2160,126000
2161,24000
2162,111000
2163,31000
2164,18000
2165,26000
2166,20000
2167,26000
2168,24000
2169,88000
2170,98000
2171,15000
2172,41000
2173,164000
2174,38000
2175,56000
2176,14000
2177,26000
2178,48000
2179,30000
2180,35000
2181,36000
2182,51000
2183,33000
2184,61000
2185,49000
2186,22000
2187,21000
2188,82000
2189,27000
2190,49000
2191,44000
2192,11000
2193,14000
2194,28000
2195,18000
2196,12000
2197,12000
2198,10000
2199,15000
2200,20000
2201,34000
2202,49000
2203,61000
2204,141000
2205,32000
2206,54000
2207,17000
2208,28000
2209,31000
2210,18000
2211,171000
2212,31000
2213,31000
2214,59000
2215,108000
2216,32000
2217,30000
2218,64000
2219,30000
2220,31000
2221,37000
2222,22000
2223,24000
2224,38000
2225,99000
2226,64000
2227,67000
2228,24000
2229,24000
2230,19000
2231,24000
2232,20000
2233,22000
2234,28000
2235,51000
2236,30000
2237,33000
2238,13000
2239,18000
2240,40000
2241,21000
2242,35000
2243,25000
2244,11000
2245,54000
2246,23000
2247,19000
2248,16000
2249,41000
2250,82000
2251,40000
2252,21000
2253,119000
2254,27000
2255,61000
2256,186000
2257,37000
2258,20000
2259,20000
2260,18000
2261,17000
2262,30000
2263,25000
2264,20000
2265,52000
2266,53000
2267,84000
2268,61000
2269,29000
2270,17000
2271,28000
2272,31000
2273,17000
2274,87000
2275,68000
2276,16000
2277,22000
2278,323000
2279,36000
2280,29000
2281,36000
2282,28000
2283,53000
2284,13000
2285,18000
2286,108000
2287,40000
2288,25000
2289,24000
2290,51000
2291,50000
2292,17000
2293,41000
2294,48000
2295,26000
2296,228000
2297,52000
2298,15000
2299,24000
2300,35000
2301,17000
2302,31000
2303,55000
2304,14000
2305,91000
2306,16000
2307,31000
2308,23000
2309,19000
2310,69000
2311,49000
2312,16000
2313,48000
2314,23000
2315,39000
2316,25000
2317,21000
2318,39000
2319,19000
2320,112000
2321,180000
2322,19000
2323,17000
2324,13000
2325,64000
2326,15000
2327,50000
2328,25000
2329,14000
2330,58000
2331,37000
2332,21000
2333,11000
2334,16000
2335,35000
2336,28000
2337,48000
2338,109000
2339,250000
2340,54000
2341,81000
2342,20000
2343,35000
2344,30000
2345,170000
2346,19000
2347,22000
2348,22000
2349,130000
2350,39000
2351,14000
2352,23000
2353,27000
2354,218000
2355,67000
2356,57000
2357,32000
2358,78000
2359,33000
2360,23000
2361,98000
2362,57000
2363,18000
2364,58000
2365,19000
2366,43000
2367,124000
2368,15000
2369,24000
2370,10000
2371,50000
2372,24000
2373,17000
2374,50000
2375,57000
2376,18000
2377,93000
2378,19000
2379,19000
2380,40000
2381,20000
2382,12000
2383,184000
2384,18000
2385,17000
2386,25000
2387,16000
2388,19000
2389,11000
2390,97000
2391,150000
2392,84000
2393,226000
2394,20000
2395,18000
2396,38000
2397,22000
2398,23000
2399,20000
2400,32000
2401,84000
2402,20000
2403,51000
2404,62000
2405,29000
2406,40000
2407,69000
2408,52000
2409,16000
2410,13000
2411,26000
2412,21000
2413,40000
2414,363000
2415,24000
2416,75000
2417,54000
2418,50000
2419,22000
2420,35000
2421,17000
2422,66000
2423,25000
2424,10000
2425,27000
2426,18000
2427,68000
2428,34000
2429,41000
2430,78000
2431,185000
2432,36000
2433,27000
2434,22000
2435,61000
2436,49000
2437,43000
2438,27000
2439,83000
2440,21000
2441,341000
2442,45000
2443,86000
2444,14000
2445,65000
2446,22000
2447,12000
2448,92000
2449,24000
2450,33000
2451,22000
2452,55000
2453,14000
2454,28000
2455,13000
2456,14000
2457,29000
2458,62000
2459,21000
2460,18000
2461,46000
2462,149000
2463,27000
2464,33000
2465,90000
2466,66000
2467,169000
2468,39000
2469,25000
2470,68000
2471,23000
2472,49000
2473,35000
2474,23000
2475,124000
2476,91000
2477,20000
2478,13000
2479,12000
2480,10000
2481,121000
2482,21000
2483,16000
2484,126000
2485,300000
2486,79000
2487,50000
2488,31000
2489,21000
2490,26000
2491,15000
2492,19000
2493,45000
2494,25000
2495,17000
2496,12000
2497,21000
2498,84000
